ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
226147_s_at	2.1E-18	1.37E-19	-10.343404	33.7656	-8.52919026	PIGR	polymeric immunoglobulin receptor
207175_at	5.37E-21	2.33E-22	-11.348659	40.09093	-8.23452876	ADIPOQ	adiponectin, C1Q and collagen domain containing
203980_at	3.27E-12	5.04E-13	-7.857846	18.81679	-7.5716533	FABP4	fatty acid binding protein 4
229839_at	3.62E-58	7.95E-62	-26.918513	130.14621	-7.04153631	SCARA5	scavenger receptor class A member 5
219140_s_at	1.75E-32	1.03E-34	-15.811181	68.33393	-7.0119962	RBP4	retinol binding protein 4
207092_at	1.98E-38	4.67E-41	-18.189832	82.83802	-6.89317051	LEP	leptin
49452_at	4.83E-22	1.76E-23	-11.75239	42.65218	-6.86310001	ACACB	acetyl-CoA carboxylase beta
209613_s_at	4.03E-13	5.45E-14	-8.238575	21.01073	-6.7636541	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
223623_at	2.26E-18	1.49E-19	-10.330372	33.68427	-6.64849867	C2orf40	chromosome 2 open reading frame 40
209612_s_at	4.58E-13	6.24E-14	-8.21538	20.87582	-6.60658365	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
205913_at	5.14E-23	1.61E-24	-12.125666	45.02625	-6.46026631	PLIN1	perilipin 1
228766_at	1.88E-14	2.11E-15	-8.783223	24.22071	-6.44501225	CD36	CD36 molecule
211565_at	7.64E-106	1.4E-110	-57.961854	238.42347	-6.36112184	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3
209763_at	1.16E-17	8.39E-19	-10.055121	31.9716	-6.29779585	CHRDL1	chordin like 1
235849_at	1.03E-50	5.26E-54	-23.424253	112.37252	-6.2817749	SCARA5	scavenger receptor class A member 5
228409_at	1.3E-31	8.91E-34	-15.467859	66.19498	-6.15020406	PLIN4	perilipin 4
43427_at	2.33E-23	6.89E-25	-12.258262	45.87047	-6.1387015	ACACB	acetyl-CoA carboxylase beta
243689_s_at	1.83E-83	6.68E-88	-41.131826	188.78358	-6.10599086	FRG1BP	FSHD region gene 1 family member B, pseudogene
206825_at	2.39E-22	8.32E-24	-11.869547	43.39681	-5.93844	OXTR	oxytocin receptor
204719_at	4.48E-14	5.31E-15	-8.629884	23.30917	-5.93753064	ABCA8	ATP binding cassette subfamily A member 8
205382_s_at	3.01E-23	9.11E-25	-12.214717	45.59318	-5.91499138	CFD	complement factor D
230378_at	2.03E-11	3.47E-12	-7.520972	16.91465	-5.81414429	SCGB3A1	secretoglobin family 3A member 1
204455_at	1.08E-11	1.78E-12	-7.637892	17.57043	-5.80952807	DST	dystonin
209351_at	0.000000754	0.000000232	-5.400564	6.03829	-5.74702672	KRT14	keratin 14
213706_at	2.22E-46	1.79E-49	-21.522713	102.04792	-5.73643804	GPD1	glycerol-3-phosphate dehydrogenase 1
1552509_a_at	6.88E-54	2.64E-57	-24.863136	119.87658	-5.71385407	CD300LG	CD300 molecule like family member g
203549_s_at	2.15E-14	2.45E-15	-8.758918	24.07584	-5.70220659	LPL	lipoprotein lipase
230418_s_at	1.52E-17	1.12E-18	-10.009313	31.68757	-5.59634526	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16
202036_s_at	0.000000405	0.00000012	-5.537997	6.67439	-5.57273478	SFRP1	secreted frizzled related protein 1
202037_s_at	0.0000109	0.00000388	-4.780661	3.31198	-5.55649555	SFRP1	secreted frizzled related protein 1
229985_at	5.46E-30	4.91E-32	-14.832518	62.21213	-5.53279995	BTNL9	butyrophilin like 9
221795_at	7.25E-13	1.02E-13	-8.132355	20.39421	-5.51270376	NTRK2	neurotrophic receptor tyrosine kinase 2
214087_s_at	3.2E-10	6.35E-11	-7.000471	14.05693	-5.48194072	MYBPC1	myosin binding protein C, slow type
219398_at	6.09E-35	2.36E-37	-16.789728	74.37166	-5.44794435	CIDEC	cell death inducing DFFA like effector c
219064_at	6.9E-27	1.06E-28	-13.627437	54.58828	-5.41390865	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5
230867_at	2.08E-28	2.46E-30	-14.216833	58.32649	-5.37955162	COL6A6	collagen type VI alpha 6 chain
235978_at	4.13E-25	9.05E-27	-12.933378	50.17148	-5.37220141	FABP4	fatty acid binding protein 4
206243_at	1.63E-35	5.88E-38	-17.015649	75.75218	-5.37177239	TIMP4	TIMP metallopeptidase inhibitor 4
1562527_at	1.91E-57	4.55E-61	-26.567162	128.4274	-5.32756522	LOC441666	zinc finger protein 91 pseudogene
230472_at	1.49E-09	3.23E-10	-6.70066	12.46056	-5.30378994	IRX1	iroquois homeobox 1
213844_at	3.21E-20	1.58E-21	-11.048265	38.1916	-5.25772957	HOXA5	homeobox A5
209555_s_at	1.08E-10	2.02E-11	-7.207227	15.17956	-5.17966907	CD36	CD36 molecule
204712_at	2.32E-11	3.99E-12	-7.49665	16.77884	-5.17067735	WIF1	WNT inhibitory factor 1
206488_s_at	2.58E-12	3.93E-13	-7.900882	19.06253	-5.16013944	CD36	CD36 molecule
227875_at	8.71E-14	1.07E-14	-8.512291	22.61414	-5.13730507	KLHL13	kelch like family member 13
221796_at	6.32E-12	1.01E-12	-7.736778	18.12875	-5.11510725	NTRK2	neurotrophic receptor tyrosine kinase 2
227952_at	1.25E-13	1.57E-14	-8.448385	22.23795	-5.10483773	ZNF595	zinc finger protein 595
228434_at	1.57E-21	6.21E-23	-11.555456	41.4018	-5.0827404	BTNL9	butyrophilin like 9
203296_s_at	1.37E-44	1.28E-47	-20.767948	97.82044	-5.02810516	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2
227419_x_at	1.29E-34	5.21E-37	-16.661588	73.58631	-4.94416696	PLAC9	placenta specific 9
222717_at	6.14E-32	3.97E-34	-15.596612	66.99829	-4.91389948	SDPR	serum deprivation response
204731_at	1.8E-09	3.96E-10	-6.662612	12.26076	-4.90333051	TGFBR3	transforming growth factor beta receptor 3
219935_at	3.35E-16	2.98E-17	-9.481134	28.43631	-4.88658622	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5
203548_s_at	9.85E-08	2.71E-08	-5.843606	8.12735	-4.86034097	LPL	lipoprotein lipase
221928_at	3.75E-29	3.83E-31	-14.508772	60.17178	-4.84120269	ACACB	acetyl-CoA carboxylase beta
236359_at	1.64E-48	1.14E-51	-22.433646	107.05219	-4.82195184	SCN4B	sodium voltage-gated channel beta subunit 4
229476_s_at	3.51E-09	8E-10	-6.530192	11.5705	-4.81596823	THRSP	thyroid hormone responsive
1553602_at	0.00161	0.00077	-3.427925	-1.7187	-4.81350296	MUCL1	mucin like 1
238066_at	2.35E-10	4.57E-11	-7.060011	14.37845	-4.81311445	RBP7	retinol binding protein 7
239523_at	2.11E-50	1.16E-53	-23.277121	111.5903	-4.80512456	TUSC5	tumor suppressor candidate 5
201497_x_at	2.09E-16	1.8E-17	-9.562377	28.93336	-4.79422947	MYH11	myosin heavy chain 11
211737_x_at	1.72E-10	3.3E-11	-7.119371	14.70043	-4.77404087	PTN	pleiotrophin
214063_s_at	2.32E-11	3.99E-12	-7.496597	16.77855	-4.77099961	TF	transferrin
206799_at	0.000415	0.000183	-3.828731	-0.37059	-4.76377665	SCGB1D2	secretoglobin family 1D member 2
202035_s_at	5.96E-08	1.59E-08	-5.950187	8.64609	-4.75099647	SFRP1	secreted frizzled related protein 1
219689_at	5.29E-26	9.81E-28	-13.279854	52.37774	-4.75016024	SEMA3G	semaphorin 3G
212741_at	9.67E-16	9.2E-17	-9.298006	27.32043	-4.74111659	MAOA	monoamine oxidase A
213524_s_at	6.51E-15	6.9E-16	-8.968139	25.32744	-4.73988176	G0S2	G0/G1 switch 2
209686_at	7.55E-12	1.22E-12	-7.703976	17.94318	-4.73408018	S100B	S100 calcium binding protein B
209540_at	2.18E-08	5.51E-09	-6.159634	9.68281	-4.70613309	IGF1	insulin like growth factor 1
205923_at	6.07E-35	2.32E-37	-16.792798	74.39045	-4.69224917	RELN	reelin
227006_at	8.59E-22	3.26E-23	-11.656101	42.0406	-4.69136547	PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A
206509_at	0.00137	0.000651	-3.476584	-1.56183	-4.68543044	PIP	prolactin induced protein
205883_at	7.78E-19	4.75E-20	-10.511625	34.81724	-4.65575906	ZBTB16	zinc finger and BTB domain containing 16
208335_s_at	8.71E-11	1.61E-11	-7.248611	15.40629	-4.65263684	ACKR1	atypical chemokine receptor 1 (Duffy blood group)
204894_s_at	2.34E-18	1.54E-19	-10.324854	33.64984	-4.63722368	AOC3	amine oxidase, copper containing 3
201525_at	0.00000408	0.00000138	-5.014535	4.31217	-4.63060089	APOD	apolipoprotein D
213900_at	1.91E-18	1.24E-19	-10.35951	33.86615	-4.62034516	FAM189A2	family with sequence similarity 189 member A2
215695_s_at	2.79E-19	1.58E-20	-10.685678	35.90864	-4.61005901	GYG2	glycogenin 2
204151_x_at	4.38E-12	6.88E-13	-7.803796	18.50903	-4.60689814	AKR1C1	aldo-keto reductase family 1 member C1
204734_at	3.66E-08	9.48E-09	-6.053011	9.15222	-4.58092185	KRT15	keratin 15
1556427_s_at	1.24E-31	8.5E-34	-15.475263	66.24121	-4.5719476	LRRN4CL	LRRN4 C-terminal like
224027_at	3.1E-12	4.77E-13	-7.867384	18.87121	-4.57096898	CCL28	C-C motif chemokine ligand 28
225207_at	3.35E-11	5.88E-12	-7.428001	16.39668	-4.5611089	PDK4	pyruvate dehydrogenase kinase 4
205384_at	5.8E-42	7.21E-45	-19.670038	91.541	-4.52659927	FXYD1	FXYD domain containing ion transport regulator 1
206209_s_at	2.01E-57	5.13E-61	-26.542765	128.30749	-4.52317557	CA4	carbonic anhydrase 4
238062_at	1.38E-63	1.77E-67	-29.636122	142.94934	-4.52150316	GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1
212730_at	3.27E-08	8.42E-09	-6.076262	9.26743	-4.46587903	SYNM	synemin
206378_at	0.00634	0.00333	-2.979165	-3.07375	-4.46012612	SCGB2A2	secretoglobin family 2A member 2
218087_s_at	2.95E-13	3.91E-14	-8.294772	21.33823	-4.44491589	SORBS1	sorbin and SH3 domain containing 1
222722_at	0.00000064	0.000000195	-5.437156	6.20658	-4.44413514	OGN	osteoglycin
242197_x_at	7.64E-28	1.01E-29	-13.994767	56.91986	-4.43423191	CD36	CD36 molecule
226625_at	6.7E-10	1.39E-10	-6.85712	13.28885	-4.42485148	TGFBR3	transforming growth factor beta receptor 3
211726_s_at	4.94E-10	1.01E-10	-6.916248	13.60461	-4.41754987	FMO2	flavin containing monooxygenase 2
1552519_at	1.78E-25	3.64E-27	-13.075205	51.07483	-4.38606681	ACVR1C	activin A receptor type 1C
209466_x_at	1.1E-10	2.06E-11	-7.204223	15.16312	-4.36728962	PTN	pleiotrophin
227646_at	6.24E-17	5.02E-18	-9.768412	30.19904	-4.36573091	EBF1	early B-cell factor 1
203766_s_at	1.62E-19	8.81E-21	-10.777718	36.48702	-4.3332729	LMOD1	leiomodin 1
205478_at	8.73E-12	1.42E-12	-7.677465	17.79346	-4.32294447	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A
220232_at	3.54E-59	5.82E-63	-27.450532	132.72063	-4.32025941	SCD5	stearoyl-CoA desaturase 5
32625_at	1.26E-37	3.3E-40	-17.865356	80.89537	-4.31887898	NPR1	natriuretic peptide receptor 1
228335_at	2.57E-12	3.9E-13	-7.901933	19.06854	-4.31045029	CLDN11	claudin 11
201540_at	3.33E-13	4.45E-14	-8.273	21.21124	-4.27988145	FHL1	four and a half LIM domains 1
213486_at	9.74E-42	1.3E-44	-19.569214	90.95672	-4.27723076	COPG2IT1	COPG2 imprinted transcript 1 (non-protein coding)
210051_at	2.67E-29	2.66E-31	-14.566055	60.53327	-4.273101	RAPGEF3	Rap guanine nucleotide exchange factor 3
205498_at	1.03E-09	2.19E-10	-6.77269	12.84056	-4.2669709	GHR	growth hormone receptor
238577_s_at	4.58E-19	2.68E-20	-10.602036	35.38376	-4.23811613	TSHZ2	teashirt zinc finger homeobox 2
213661_at	2.09E-24	5.28E-26	-12.658381	48.41942	-4.23656063	PAMR1	peptidase domain containing associated with muscle regeneration 1
1557832_at	6.05E-36	2.08E-38	-17.184945	76.78318	-4.226751	LOC101926960	uncharacterized LOC101926960
229357_at	1.15E-15	1.1E-16	-9.26855	27.14155	-4.22357356	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5
224061_at	4.7E-33	2.48E-35	-16.039277	69.74934	-4.20857067	INMT	indolethylamine N-methyltransferase
217232_x_at	5.23E-10	1.07E-10	-6.90533	13.54619	-4.20425343	HBB	hemoglobin subunit beta
209116_x_at	8.7E-09	2.09E-09	-6.347392	10.63099	-4.15892007	HBB	hemoglobin subunit beta
